Name,Birthdate,Age,Player ID,Position
Bryan Ramirez Ruano,06/02/2008,16,1115670,Torwart
Gonçalo Fernandes Da Silva,29/03/2008,16,1138256,Torwart
Noan Hirt,14/01/2008,16,1138276,Torwart
Théodore Pizarro,13/06/2008,16,1138284,Torwart
Gaspar Geiger,18/04/2008,16,1138251,Abwehr
Thomas Heller,19/02/2008,16,1138258,Abwehr
Aleksa Randelovic,29/06/2008,16,1138286,Abwehr
Orges Serifi,22/05/2008,16,1138249,Innenverteidiger
Dzan Sabotic,21/04/2008,16,1138254,Innenverteidiger
Gil Zufferey,02/03/2008,16,1138259,Innenverteidiger
Evan Gindrat,03/04/2008,16,1138275,Innenverteidiger
Aleksandar Sekulic,16/04/2008,16,1138288,Innenverteidiger
Leon Sylejmani,30/05/2008,16,1138289,Innenverteidiger
Olivier Mambwa,05/12/2008,15,1138260,Linker Verteidiger
Sven Spühler,28/01/2008,16,1138252,Rechter Verteidiger
Gabriel Morisoli,17/07/2008,16,1138257,Rechter Verteidiger
Nicolas Verga,20/01/2008,16,1138267,Rechter Verteidiger
Niklas Beeler,15/07/2008,16,1138269,Rechter Verteidiger
Bozhidar Hristov,11/09/2008,16,1138270,Rechter Verteidiger
Nico Lazri,29/01/2008,16,1138253,Defensives Mittelfeld
Leonit Ibraimov,16/06/2008,16,1138261,Defensives Mittelfeld
Marco Correia,24/02/2008,16,1138262,Mittelfeld
Emiliano Aguirre Muñoz,14/01/2008,16,1138263,Mittelfeld
Sarjon Fetaj,05/01/2008,16,1138273,Defensives Mittelfeld
Leon Miftari,06/06/2008,16,1138278,Defensives Mittelfeld
Altin Mujota,30/04/2008,16,1138281,Mittelfeld
Leon Ramadani,24/09/2008,16,1138285,Mittelfeld
Denis Sahin,23/06/2008,16,1138287,Defensives Mittelfeld
Adam Ilic,03/05/2008,16,1138248,Zentrales Mittelfeld
Jill Stiel,01/05/2008,16,1138250,Zentrales Mittelfeld
Giuliano Incognito,03/01/2008,16,1138277,Zentrales Mittelfeld
Dominik Papic,14/05/2008,16,1138283,Rechtes Mittelfeld
Yannis Odin,19/08/2008,16,1138282,Linkes Mittelfeld
Marc-Alexis Agboton,30/01/2008,16,1138245,Offensives Mittelfeld
Matteo Fanciulli,07/01/2008,16,1138264,Offensives Mittelfeld
Mladen Mijajlovic,16/03/2008,16,1138280,Offensives Mittelfeld
Muhamed Kurtishi,24/08/2008,16,1138246,Linksaußen
Norbu Lhakpa,27/06/2008,16,1138247,Linksaußen
Giacomo Koloto,31/01/2008,16,1138255,Mittelstürmer
Josip Bralic,25/01/2008,16,1138265,Mittelstürmer
Sandro Wyss,03/05/2008,16,1138268,Mittelstürmer
Raffaele Caggiano,28/08/2008,16,1138271,Sturm
Ilija Despotovic,10/01/2008,16,1138272,Mittelstürmer
Ismael Flaig,30/08/2008,16,1138274,Sturm
Jérôme Bieler,21/07/2007,17,1015754,Torwart
Nico Wenger,08/07/2007,17,1015820,Torwart
Elia Pecora,11/01/2007,17,1015768,Torwart
Lionel Huwiler,17/02/2007,17,1015811,Torwart
Til Büchler,31/12/2007,16,1015821,Abwehr
Adrien Bernhardsgrütter,20/03/2007,17,980556,Abwehr
Marvin Akahomen,15/07/2007,17,1015823,Innenverteidiger
Giuliano Bieri,29/08/2007,17,1015755,Innenverteidiger
Eman Kospo,17/05/2007,17,1015822,Innenverteidiger
Leart Salihu,14/02/2007,17,1015816,Innenverteidiger
Neil Volken,23/04/2007,17,1015824,Linker Verteidiger
Valentin Beck,20/01/2007,17,1015753,Linker Verteidiger
Ryan Bucher,13/03/2007,17,1015756,Linker Verteidiger
Romeo Philippin,14/05/2007,17,1015814,Linker Verteidiger
Gabriel Bechinger,11/02/2007,17,1015752,Rechter Verteidiger
Ruben Gomez,01/02/2007,17,1015817,Rechter Verteidiger
Mathys Rau,03/01/2007,17,1015813,Rechter Verteidiger
Simon Graber,19/03/2007,17,1015757,Rechter Verteidiger
Jamiro Huber,15/11/2007,16,1015761,Mittelfeld
Elio Rufener,12/02/2007,17,1015825,Defensives Mittelfeld
Enis Nimoni,14/01/2007,17,1015766,Defensives Mittelfeld
Alessio Burkhardt,22/01/2007,17,1015826,Mittelfeld
Yusupha Touray,13/04/2007,17,765506,Defensives Mittelfeld
Ilija Maslarov,02/01/2007,17,1015812,Defensives Mittelfeld
Eronis Haxhiu,09/09/2007,17,1015759,Defensives Mittelfeld
Gjan Ajdin,13/01/2007,17,1015809,Defensives Mittelfeld
Elmedin Schaller,22/01/2007,17,1015819,Mittelfeld
Gabriel Marotta,24/01/2007,17,1015764,Mittelfeld
Mio Zimmermann,08/08/2007,17,1015772,Zentrales Mittelfeld
Eliano Guido,04/04/2007,17,1015828,Zentrales Mittelfeld
Philipp Muff,12/05/2007,17,1015765,Zentrales Mittelfeld
Evin Oektem,25/01/2007,17,1015767,Linkes Mittelfeld
Cris Ilis,02/04/2007,17,1015827,Offensives Mittelfeld
Eduardo Iezzi Penteado,11/10/2007,17,1015769,Offensives Mittelfeld
Zidan Tairi,17/04/2007,17,1015808,Offensives Mittelfeld
Christian Raffa,07/04/2007,17,1015770,Linksaußen
Loris Macumi,04/01/2007,17,1015763,Linksaußen
Agon Rexhaj,24/03/2007,17,1015815,Rechtsaußen
Lias Sutter,29/01/2007,17,1015771,Sturm
Dion Cakolli,07/06/2007,17,1015810,Mittelstürmer
Melvin Hodza,15/05/2007,17,1015760,Mittelstürmer
Tugra Turhan,09/08/2007,17,1015829,Mittelstürmer
Mahé Guaico,17/11/2007,16,1015758,Sturm
Miguel Mardochée,22/05/2007,17,1015818,Mittelstürmer
Fabio Titone Marques,05/02/2004,20,678840,Torwart
Brian Atangana,22/01/2004,20,724393,Torwart
Tim Spycher,13/04/2004,20,604817,Torwart
Lukas Steiner,10/01/2004,20,679239,Torwart
Mischa Beeli,05/02/2004,20,667458,Innenverteidiger
Santiago Pedrazzini,04/04/2004,20,667469,Innenverteidiger
Pascal Hammer,20/01/2004,20,667462,Innenverteidiger
Dion Dermaku,21/08/2004,20,679217,Innenverteidiger
Ramon Guzzo,05/07/2004,20,659313,Linker Verteidiger
Leny Meyer,01/07/2004,20,678843,Linker Verteidiger
Filipe Morais Alves,04/01/2004,20,679240,Linker Verteidiger
Exaucé Luwawa,26/08/2004,20,679219,Linker Verteidiger
Ledjan Sahitaj,12/01/2004,20,659326,Rechter Verteidiger
Ciril Pahud,25/03/2004,20,667468,Rechter Verteidiger
Ethan Brandy,10/11/2004,20,678841,Rechter Verteidiger
Leon Avdullahu,23/02/2004,20,667457,Defensives Mittelfeld
Joss Marques,14/01/2004,20,678845,Defensives Mittelfeld
Philipp Novakovic,23/02/2004,20,667467,Defensives Mittelfeld
Joël Mandaka,12/03/2004,20,678842,Zentrales Mittelfeld
Liburn Azemi,23/09/2004,20,678844,Zentrales Mittelfeld
Burak Alili,11/02/2004,20,667455,Zentrales Mittelfeld
Nathan Wicht,20/02/2004,20,667470,Zentrales Mittelfeld
Fred Annor-Mensah,26/08/2004,20,667456,Zentrales Mittelfeld
Liam Chipperfield,14/02/2004,20,604780,Zentrales Mittelfeld
Elias Maluvunu,03/08/2004,20,667464,Rechtes Mittelfeld
Francesco Di Maggio,18/03/2004,20,659283,Rechtes Mittelfeld
Robin Schneider,21/08/2004,20,679222,Rechtes Mittelfeld
Eric Jorge,06/02/2004,20,679218,Rechtes Mittelfeld
Levin Schneider,21/08/2004,20,679221,Rechtes Mittelfeld
Ronaldo Dantas Fernandes,13/12/2004,19,678846,Offensives Mittelfeld
Nik Dubler,02/04/2004,20,631846,Offensives Mittelfeld
Vincent Spari,03/01/2004,20,659452,Offensives Mittelfeld
Samy Muhammad,20/04/2004,20,679220,Offensives Mittelfeld
Levy Maltet,27/06/2004,20,604826,Linksaußen
Luuk Breedijk,20/02/2004,20,678847,Linksaußen
Jared Lembo,08/04/2004,20,667463,Linksaußen
Edon Berisha,03/01/2004,20,667459,Linksaußen
Cristian Bleisch,20/04/2004,20,667460,Rechtsaußen
Silva Luvualo Simao,18/04/2004,20,678848,Mittelstürmer
Joel Campbell,05/02/2004,20,667461,Mittelstürmer
David Piffero,03/01/2004,20,679229,Mittelstürmer
Federico Crescenti,13/07/2004,20,633190,Mittelstürmer
Marvin Hübel,01/03/2003,21,539804,Torwart
Ysias Hummel,26/03/2003,21,579458,Torwart
Marko Bozinovic,10/02/2003,21,539806,Innenverteidiger
Christian Marques,15/01/2003,21,539807,Innenverteidiger
Albian Hajdari,18/05/2003,21,579459,Innenverteidiger
Bryan Okoh,16/05/2003,21,539795,Innenverteidiger
Mauricio Willimann,16/01/2003,21,539797,Innenverteidiger
Luis Mestre,05/03/2003,21,467136,Linker Verteidiger
Théo Magnin,09/08/2003,21,539808,Rechter Verteidiger
Alejandro Willimann,16/01/2003,21,579460,Defensives Mittelfeld
Besnik Shala,13/05/2003,21,539790,Defensives Mittelfeld
Evan Berrut,24/03/2003,21,539796,Defensives Mittelfeld
Miguel Reichmuth,26/10/2003,21,539809,Zentrales Mittelfeld
Luca Spina,22/02/2003,21,544409,Rechtes Mittelfeld
Dominic Maurer,02/06/2003,21,539799,Linkes Mittelfeld
Carmine Chiappetta,09/03/2003,21,539811,Linkes Mittelfeld
Joël Ribeiro,14/02/2003,21,539794,Offensives Mittelfeld
Kristian Sekularac,07/12/2003,20,539810,Offensives Mittelfeld
Till Mühlethaler,07/08/2003,21,539793,Mittelstürmer
Bradley Fink,17/04/2003,21,539801,Mittelstürmer
Momodou Jaiteh,27/11/2004,19,539800,Mittelstürmer
Kosta Makripodis,26/03/2002,22,500764,Torwart
Joël Bonorand,11/02/2002,22,467122,Torwart
Matthias Grob,20/02/2003,21,539792,Torwart
Leonidas Stergiou,03/03/2002,22,507345,Innenverteidiger
Louis Lurvink,24/01/2002,22,499324,Innenverteidiger
Noah Henchoz,22/02/2002,22,507340,Innenverteidiger
Bung Tsai Freimann,04/07/2002,22,507334,Innenverteidiger
Luca Jaquez,02/06/2003,21,539798,Innenverteidiger
Becir Omeragic,20/01/2002,22,507344,Innenverteidiger
Ludovic Delley,29/06/2002,22,507338,Linker Verteidiger
Théo Gradaille,24/06/2002,22,507343,Linker Verteidiger
Diego Corvalan,17/02/2002,22,507346,Rechter Verteidiger
Cameron Prats,29/05/2002,22,507342,Defensives Mittelfeld
Joaquim Bitz,25/11/2002,21,509830,Defensives Mittelfeld
Yanis Ayad,13/03/2003,21,681296,Defensives Mittelfeld
Mischa Eberhard,11/04/2002,22,507339,Zentrales Mittelfeld
Mihailo Stevanovic,04/01/2002,22,499330,Zentrales Mittelfeld
Josip Brnic,27/05/2002,22,507337,Rechtes Mittelfeld
Kevin Jakob,30/05/2002,22,499348,Rechtes Mittelfeld
Sandro Di Nucci,18/01/2002,22,507335,Offensives Mittelfeld
Fabian Rieder,16/02/2002,22,507341,Offensives Mittelfeld
Sébastien Moulin,23/05/2002,22,507410,Offensives Mittelfeld
Noah Delacombaz,26/09/2002,22,507336,Linksaußen
Yannick Cotter,03/01/2002,22,471140,Linksaußen
Abiran Sambasivam,12/01/2002,22,499345,Linksaußen
Jonathan De Donno,16/02/2002,22,507333,Mittelstürmer
Matteo Regillo,24/04/2002,22,509829,Mittelstürmer
Noah Ruef,02/03/2003,21,539805,Sturm
Niklas Steffen,19/01/2001,23,496237,Torwart
André Pinheiro,19/04/2001,23,507449,Torwart
Yuri-Gino Klein,25/01/2001,23,507448,Torwart
Lucio Soldini,05/04/2001,23,507450,Torwart
Leandro Zbinden,30/07/2002,22,507524,Torwart
Edin Omeragic,20/03/2002,22,507391,Torwart
Elias Mesonero,27/03/2001,23,500751,Innenverteidiger
Elmedin Fazlic,18/07/2002,22,499327,Innenverteidiger
Brian Staubli,27/02/2001,23,492688,Innenverteidiger
Stevan Lujic,25/03/2002,22,388223,Linker Verteidiger
Ashvin Balaruban,08/08/2001,23,507454,Linker Verteidiger
Gianluca Romano,12/06/2001,23,507461,Linker Verteidiger
Daniele Del Fante,22/01/2002,22,507531,Linker Verteidiger
Jérôme Läubli,28/03/2001,23,507478,Linker Verteidiger
Robin Wildhaber,30/01/2002,22,507418,Linker Verteidiger
Lewin Blum,27/07/2001,23,507455,Rechter Verteidiger
Lukas Aeberli,03/01/2001,23,507453,Rechter Verteidiger
Ruben Correia,06/01/2002,22,500770,Rechter Verteidiger
Loïc Vlapamo,02/03/2001,23,507464,Rechter Verteidiger
Yannick Scheidegger,03/05/2001,23,500757,Defensives Mittelfeld
Adrian Durrer,13/07/2001,23,499196,Defensives Mittelfeld
David Mistrafovic,25/05/2001,23,507480,Defensives Mittelfeld
Jon Vula,12/01/2002,22,507416,Zentrales Mittelfeld
Stéphane Cueni,14/03/2001,23,507467,Zentrales Mittelfeld
Mathis Holcbecher,21/01/2001,23,507469,Zentrales Mittelfeld
Ricardo Alves,02/12/2001,22,507466,Zentrales Mittelfeld
Glenn Hux,18/01/2001,23,507470,Zentrales Mittelfeld
Simon Sohm,11/04/2001,23,507486,Zentrales Mittelfeld
Alexandre Jankewitz,25/12/2001,22,507472,Zentrales Mittelfeld
Orges Bunjaku,05/07/2001,23,499214,Zentrales Mittelfeld
Aramis Rohner,18/02/2001,23,499218,Rechtes Mittelfeld
Darian Males,03/05/2001,23,507479,Rechtes Mittelfeld
Julian Von Moos,01/04/2001,23,500762,Rechtes Mittelfeld
Angelo Volken,17/01/2002,22,507415,Rechtes Mittelfeld
Gabriele De Donno,16/02/2002,22,507398,Rechtes Mittelfeld
Gabriel Di Noto,23/02/2001,23,499205,Linkes Mittelfeld
Christian Witzig,09/01/2001,23,507490,Linkes Mittelfeld
Bledian Krasniqi,17/06/2001,23,507477,Offensives Mittelfeld
Randy Schneider,27/08/2001,23,500758,Offensives Mittelfeld
Ashvin Rungasamy,09/08/2001,23,507462,Offensives Mittelfeld
Armando Waeber,01/11/2002,22,507426,Offensives Mittelfeld
Fabio Solimando,27/12/2001,22,507463,Linksaußen
Felix Mambimbi,18/01/2001,23,507496,Linksaußen
Guillaume Furrer,28/01/2001,23,507494,Linksaußen
Felipe Borges,01/01/2001,23,500760,Linksaußen
Matteo Martorana,24/02/2002,22,507423,Rechtsaußen
Michel de Jesus,22/03/2001,23,435047,Rechtsaußen
Tician Tushi,02/04/2001,23,507499,Mittelstürmer
Luca Bühlmann,25/11/2000,23,346899,Zentrales Mittelfeld
Joschua Neuenschwander,28/06/2000,24,346905,Torwart
Elis Isufi,21/05/2000,24,346889,Innenverteidiger
Ivann Strohbach,25/01/2000,24,346884,Innenverteidiger
Jan Kronig,24/06/2000,24,346881,Innenverteidiger
Yves Jankowski,04/06/2000,24,421812,Linker Verteidiger
Jan Wörnhard,23/04/2001,23,507465,Linker Verteidiger
Adam Ouattara,06/06/2000,24,421813,Rechter Verteidiger
Bertrand Tusiama,14/09/2000,24,346885,Rechter Verteidiger
Alessandro Stabile,18/07/2000,24,346893,Rechter Verteidiger
Perrault Tokam,23/05/2000,24,346907,Defensives Mittelfeld
Nicky Beloko,16/02/2000,24,382774,Zentrales Mittelfeld
Yannick Marchand,09/02/2000,24,346882,Zentrales Mittelfeld
Tim Staubli,16/04/2000,24,346894,Zentrales Mittelfeld
Fabiano Pereira,05/10/2000,24,346891,Zentrales Mittelfeld
Kushtrim Rexhepi,13/03/2001,23,507483,Rechtes Mittelfeld
Granit Haliti,26/02/2000,24,346902,Linkes Mittelfeld
Nicola Suter,02/02/2000,24,346897,Offensives Mittelfeld
Mergim Bajrami,02/05/2000,24,346886,Offensives Mittelfeld
Alexis Antunes,31/07/2000,24,346898,Offensives Mittelfeld
Luka Stevic,22/07/2000,24,346895,Offensives Mittelfeld
Christopher Lungoyi,04/07/2000,24,346903,Linksaußen
Noah Okafor,24/05/2000,24,346890,Linksaußen
Nishan Burkart,31/01/2000,24,346900,Linksaußen
Nils Pédat,12/07/2001,23,507482,Rechtsaußen
Yannick Toure,29/09/2000,24,421824,Mittelstürmer
Lorenzo Gonzalez,10/04/2000,24,346901,Mittelstürmer
Adhurim Gashi,20/06/2000,24,421818,Sturm
Nico Strübi,02/06/2000,24,346896,Torwart
Lars Hunn,25/05/1999,25,390162,Torwart
Lars Schädeli,16/06/1999,25,390174,Torwart
Damien Buchard,28/01/2000,24,346887,Torwart
Nico Krucker,08/04/1999,25,410631,Torwart
Janic Cucinelli,22/01/1999,25,404030,Innenverteidiger
Kreshnik Hajrizi,28/05/1999,25,390168,Innenverteidiger
Nicolas Künzli,06/03/2000,24,573321,Innenverteidiger
Mattia Sestito,16/03/2000,24,347104,Linker Verteidiger
Cédric Mbenza,25/05/2000,24,346883,Linker Verteidiger
Devin Manco,03/04/1999,25,390165,Rechter Verteidiger
Sandro Theler,15/12/2000,23,421820,Rechter Verteidiger
Nico Clausen,10/03/1999,25,421805,Defensives Mittelfeld
Francesco Amendola,04/09/1999,25,410797,Defensives Mittelfeld
Dennis Vanin,20/07/1999,25,410618,Defensives Mittelfeld
Lorenzo Di Michelangeli,12/02/2000,24,347103,Zentrales Mittelfeld
Kastrijot Ndau,19/02/1999,25,390167,Zentrales Mittelfeld
Bastien Toma,24/06/1999,25,390179,Zentrales Mittelfeld
Lorik Emini,29/08/1999,25,410871,Zentrales Mittelfeld
Karim Bertelli,27/03/1999,25,380130,Zentrales Mittelfeld
Noah Blasucci,19/06/1999,25,396361,Zentrales Mittelfeld
Baris Cagras,03/01/1999,25,410805,Linkes Mittelfeld
Kilian Gravante,20/03/2000,24,468788,Linkes Mittelfeld
Fabian Simic,11/02/1999,25,410864,Offensives Mittelfeld
Yanick Lanker,22/02/2000,24,497661,Offensives Mittelfeld
Petar Pusic,25/01/1999,25,390169,Offensives Mittelfeld
Amel Rustemoski,06/07/2000,24,346892,Offensives Mittelfeld
Nedim Bajrami,28/02/1999,25,390177,Offensives Mittelfeld
Rijad Saliji,05/04/1999,25,390170,Offensives Mittelfeld
Ajet Sejdija,28/04/1999,25,390181,Offensives Mittelfeld
Siyar Doldur,29/01/2000,24,346888,Offensives Mittelfeld
Gioele Stumpo,24/03/2000,24,346906,Linksaußen
Liridon Mulaj,04/01/1999,25,421789,Linksaußen
Ilir Zenuni,05/05/1999,25,410650,Linksaußen
Nicolas Eberle,04/11/1999,25,390171,Rechtsaußen
Nico Maier,02/07/2000,24,346904,Rechtsaußen
Çendrim Kameraj,13/03/1999,25,390173,Rechtsaußen
Mersim Asllani,07/06/1999,25,404029,Rechtsaußen
Martin Kunz,14/08/2000,24,500385,Sturm
Andi Zeqiri,22/06/1999,25,345468,Mittelstürmer
Joni de Oliveira,23/01/1999,25,410606,Mittelstürmer
Joao Castanheira,23/02/1998,26,287490,Torwart
Gion Chande,03/05/1998,26,290013,Torwart
Noah Berchtold,01/08/1999,25,421802,Torwart
Benjamin Pasquier,15/10/1998,26,298612,Abwehr
Joel Zahn,16/04/1998,26,290043,Innenverteidiger
Eray Cömert,04/02/1998,26,298583,Innenverteidiger
Jan Bamert,09/03/1998,26,289875,Innenverteidiger
Leotrim Nitaj,11/06/1998,26,290027,Linker Verteidiger
Miro Muheim,24/03/1998,26,298603,Linker Verteidiger
Sadik Vitija,13/08/1998,26,290042,Rechter Verteidiger
Kevin Rüegg,05/08/1998,26,290032,Rechter Verteidiger
Dario Ulrich,12/03/1998,26,290040,Rechter Verteidiger
Alessandro Kräuchi,03/06/1998,26,289892,Rechter Verteidiger
Jordi Manuel Ehombo,03/02/1998,26,303838,Defensives Mittelfeld
Joël Balmer,17/02/1999,25,410816,Defensives Mittelfeld
Robin Huser,24/01/1998,26,243873,Defensives Mittelfeld
Vasilije Janjicic,02/11/1998,26,265254,Zentrales Mittelfeld
Edin Imeri,14/01/1998,26,289890,Zentrales Mittelfeld
Stefano Guidotti,16/06/1999,25,396405,Zentrales Mittelfeld
Francesco Mozzetti,07/09/1998,26,303841,Rechtes Mittelfeld
Martin Liechti,21/05/1998,26,290021,Rechtes Mittelfeld
Jordan Puglia,04/12/1999,24,431392,Linkes Mittelfeld
Edmond Ramadani,27/06/1998,26,290030,Linkes Mittelfeld
Thomas Kunz,18/01/1998,26,290018,Offensives Mittelfeld
Ruben Kotlar,07/01/1998,26,303840,Offensives Mittelfeld
Giotto Morandi,04/03/1999,25,413461,Offensives Mittelfeld
Fabio Quintoles,28/02/1999,25,390176,Offensives Mittelfeld
Cristian Papa,11/06/1998,26,298610,Hängende Spitze
Edil Sarda,07/09/1998,26,303843,Mittelstürmer
Jérémy Guillemenot,06/01/1998,26,290016,Mittelstürmer
Haris Samardzic,16/02/1998,26,290034,Mittelstürmer
Olivier Joos,12/03/1997,27,237668,Torwart
Simon Enzler,16/10/1997,27,237664,Torwart
Gregor Kobel,06/12/1997,26,257814,Torwart
Cyril Dumont,24/01/1997,27,258303,Torwart
Adonis Ajeti,26/02/1997,27,223380,Innenverteidiger
Elia Alessandrini,03/03/1997,27,237659,Innenverteidiger
Remo Arnold,17/01/1997,27,237677,Innenverteidiger
Alban Selmanaj,19/04/1997,27,237681,Innenverteidiger
Esteban Parra,02/12/1997,26,237674,Linker Verteidiger
Tobias Schättin,05/06/1997,27,237679,Linker Verteidiger
Eddy Luongo,23/03/1997,27,243875,Rechter Verteidiger
Silvan Hefti,25/10/1997,27,237666,Rechter Verteidiger
Lukas Frehner,04/08/1997,27,212712,Rechter Verteidiger
Bastien Oberli,03/10/1997,27,258307,Rechter Verteidiger
Burim Avdulahi,18/02/1997,27,258301,Defensives Mittelfeld
Christophe Monnet,15/01/1997,27,257819,Mittelfeld
Milan Marjanovic,10/02/1997,27,212717,Mittelfeld
Albin Sadrijaj,27/06/1997,27,258289,Defensives Mittelfeld
Charles Pickel,15/05/1997,27,243879,Defensives Mittelfeld
Arxhend Cani,02/08/1997,27,223381,Zentrales Mittelfeld
Harun Alpsoy,03/03/1997,27,258246,Zentrales Mittelfeld
Jérémy Jaquier,03/12/1997,26,237667,Zentrales Mittelfeld
Valentino Pugliese,18/07/1997,27,237676,Zentrales Mittelfeld
Nikola Gjorgjev,22/08/1997,27,237673,Rechtes Mittelfeld
Vedad Efendic,07/01/1997,27,237682,Linkes Mittelfeld
Dereck Kutesa,06/12/1997,26,237669,Linkes Mittelfeld
Nemanja Petrovic,15/10/1997,27,212719,Linksaußen
Filipe Parreiras,20/01/1997,27,237675,Linksaußen
Marco Le Rose,07/01/1997,27,258300,Mittelstürmer
Albian Ajeti,26/02/1997,27,195906,Mittelstürmer
Dimitri Oberlin,27/09/1997,27,212718,Mittelstürmer
Neftali Manzambi,23/04/1997,27,211453,Mittelstürmer
Boris Babic,10/11/1997,27,237660,Mittelstürmer
Joel Pereira,28/06/1996,28,192611,Torwart
Mateo Matic,07/01/1996,28,192613,Torwart
Sven Sokolovic,06/01/1996,28,192614,Torwart
Ljundrin Loga,26/01/1996,28,195845,Abwehr
Robin Gloor,15/12/1996,27,192623,Innenverteidiger
Marko Drakul,06/08/1996,28,192615,Innenverteidiger
Florian Baumgartner,11/03/1996,28,192606,Linker Verteidiger
Olivier Kleiner,03/02/1996,28,192641,Linker Verteidiger
Giovanni Giallongo,20/03/1996,28,192636,Linker Verteidiger
Marco Trachsel,02/08/1996,28,192645,Linker Verteidiger
Nils von Niederhäusern,10/01/1996,28,192622,Rechter Verteidiger
Nicolas Stettler,28/04/1996,28,192621,Rechter Verteidiger
Phi Nguyen,03/07/1996,28,192619,Defensives Mittelfeld
Deni Kadoic,03/04/1996,28,192639,Defensives Mittelfeld
Shpetim Arifi,07/11/1996,28,192626,Defensives Mittelfeld
Robin Kamber,15/02/1996,28,192640,Defensives Mittelfeld
Meriton Bytyqi,18/03/1996,28,192610,Defensives Mittelfeld
Hannes Borter,09/02/1996,28,192609,Zentrales Mittelfeld
Anto Grgic,28/11/1996,27,192637,Zentrales Mittelfeld
Nicolas Haas,23/01/1996,28,192638,Zentrales Mittelfeld
Lumturim Selmani,10/05/1996,28,184196,Offensives Mittelfeld
Marsel Stevic,22/02/1996,28,192644,Offensives Mittelfeld
Kilian Pagliuca,02/09/1996,28,192652,Offensives Mittelfeld
João Oliveira,06/01/1996,28,195911,Linksaußen
Patrick Moren,07/04/1996,28,192642,Linksaußen
Gioele Cetrangolo,07/04/1996,28,192630,Linksaußen
Jolan Forestal,06/03/1996,28,192649,Rechtsaußen
Nicolas Hunziker,23/02/1996,28,184193,Mittelstürmer
Sladjan Stanojevic,08/03/1981,43,75014,Torwart
Sladan Stanojevic,06/01/1995,29,215917,Torwart
