Name,Birthdate,Age,Player ID,Position
Novem Baumann,04/12/1995,28,183308,Torwart
Leonard Kiener,22/06/1995,29,183317,Torwart
Daniel Gharib,21/02/1995,29,183616,Abwehr
Pasquale Martino,13/04/1995,29,183450,Innenverteidiger
Gianni Kandiah,24/02/1995,29,183619,Linker Verteidiger
Lucas Thöni,25/01/1995,29,183326,Rechter Verteidiger
Daniel Garetto,19/02/1995,29,184378,Rechter Verteidiger
Ming-Yang Yang,11/07/1995,29,184382,Defensives Mittelfeld
Olivier Custodio,10/02/1995,29,183312,Defensives Mittelfeld
Nicola Padula,24/02/1995,29,223523,Mittelfeld
Gente Mazreku,21/01/1995,29,183320,Zentrales Mittelfeld
Christoph Stenz,09/10/1995,29,183323,Rechtes Mittelfeld
Flavio Gautreaux,03/05/1995,29,183310,Rechtes Mittelfeld
Valentin Hayoz,10/02/1995,29,184379,Linkes Mittelfeld
Diego Zoller,10/01/1995,29,183328,Offensives Mittelfeld
Grégory Karlen,30/01/1995,29,183447,Offensives Mittelfeld
Filip Zlatanov,17/03/1995,29,205854,Linksaußen
Shani Tarashaj,07/02/1995,29,184381,Hängende Spitze
Shpetim Sulejmani,02/06/1995,29,183324,Mittelstürmer
Omar Thali,22/02/1995,29,183325,Mittelstürmer
Signori Antonio,25/07/1994,30,147029,Torwart
Yvon Mvogo,06/06/1994,30,147051,Torwart
Olindo Regazzi,13/03/1994,30,147054,Innenverteidiger
Silvano Schäppi,05/02/1994,30,147055,Innenverteidiger
Martin Angha,22/01/1994,30,122695,Innenverteidiger
Hidajet Kastrati,02/09/1994,30,147048,Innenverteidiger
Levent Gülen,24/02/1994,30,147045,Innenverteidiger
Endogan Adili,03/08/1994,30,147035,Linker Verteidiger
Scott Garcia,15/03/1994,30,252357,Rechter Verteidiger
Elias Kabamba,08/01/1994,30,147047,Rechter Verteidiger
Joel Untersee,11/02/1994,30,147031,Rechter Verteidiger
Florian Gudit,18/01/1994,30,147044,Defensives Mittelfeld
Thibault Corbaz,07/01/1994,30,147040,Defensives Mittelfeld
Abduljabbar Al Abbadie,21/07/1994,30,215914,Zentrales Mittelfeld
Thomas Sierro,11/02/1994,30,147057,Rechtes Mittelfeld
Roland Ndongo,11/10/1994,30,147052,Rechtes Mittelfeld
Thibault Constantin,11/07/1994,30,147039,Offensives Mittelfeld
Tchaing Da Silva,28/02/1994,30,165507,Linksaußen
Cephas Malele,08/01/1994,30,22686,Mittelstürmer
Michael Frey,19/07/1994,30,147043,Mittelstürmer
Uvejs Selmonaj,13/08/1994,30,261186,Mittelstürmer
Lucas Kunath,10/11/2009,15,1264940,Torwart
Jayden Stucki,06/03/2009,15,1338971,Torwart
Julien Werdenberg,05/03/2009,15,1271937,Abwehr
Gentian Ponik,17/09/2009,15,1267620,Abwehr
Dominic Keibach,27/02/2009,15,1267614,Abwehr
Moses Colelli,30/03/2009,15,1325625,Abwehr
Loris Krasniqi,31/05/2009,15,1267615,Abwehr
Ifeanyichukwu Onwuzulike,12/01/2010,14,1325607,Abwehr
Gian Vogt,22/02/2009,15,1267623,Abwehr
Kenneth Chimezie Tchammegni,05/08/2009,15,1339798,Abwehr
Anid Fazliji,14/01/2010,14,1338970,Rechter Verteidiger
Navin Zesiger,05/03/2009,15,1267626,Mittelfeld
Ivan Izquierdo,03/03/2009,15,1267613,Mittelfeld
Boris Srejic,25/03/2009,15,1308497,Mittelfeld
Ben El Idrissi,22/06/2009,15,1325627,Mittelfeld
Bright Boahen Ocran,26/08/2009,15,1331775,Zentrales Mittelfeld
Arno Grisel,27/01/2009,15,1302647,Linksaußen
Nathaniel Shedrach Ogbodu,26/03/2009,15,1325624,Sturm
Altin Azemi,29/04/2009,15,1267607,Sturm
Christian Duah,20/09/2009,15,1267611,Sturm
Niko Cavka,15/01/2010,14,1325626,Sturm
Ryo Grossenbacher,01/05/2009,15,1338972,Sturm
Almir Sinanaj,10/03/2007,17,1059689,Torwart
Yvann Konan,16/01/2007,17,1103037,Torwart
Ahmadou Ndiaye,05/01/2008,16,1177450,Torwart
Julian Schmutz,29/04/2008,16,1208844,Torwart
Noah Elia Brogli,28/05/2008,16,1208853,Torwart
Luca Santor,13/03/2007,17,1057529,Innenverteidiger
Arda Tirpanci,05/07/2007,17,1057532,Innenverteidiger
Guillem Moreno Vinas,26/12/2007,16,1103038,Innenverteidiger
Stevan Raicevic,10/04/2007,17,1137189,Innenverteidiger
Nelson Savonnier,28/02/2008,16,1177906,Innenverteidiger
Miran Sinani,11/04/2008,16,1186526,Innenverteidiger
Costantino Petochi,06/02/2008,16,1208843,Innenverteidiger
Leon Hoxha,17/07/2008,16,1208854,Innenverteidiger
Ilija Sulzer,18/01/2008,16,1208856,Innenverteidiger
Livio Spring,25/01/2007,17,1123522,Linker Verteidiger
Arnis Ademi,02/01/2007,17,1137190,Linker Verteidiger
Diego Berger,15/04/2008,16,1170357,Linker Verteidiger
Leandro Oliveira,30/05/2008,16,1186527,Linker Verteidiger
Roman Cretton,27/07/2008,16,1208845,Linker Verteidiger
Lenny Cuccaro,01/05/2008,16,1208855,Linker Verteidiger
Yannick Niedermann,24/10/2007,17,1073029,Rechter Verteidiger
Elijah Agho,07/11/2008,16,1208859,Rechter Verteidiger
Gian Stork,12/03/2007,17,1061228,Defensives Mittelfeld
Damjan Coric,17/02/2007,17,1103036,Defensives Mittelfeld
Erwin Mahic,24/12/2008,15,1186525,Defensives Mittelfeld
Eliano Cassese,16/11/2007,16,1057526,Zentrales Mittelfeld
Leart Kabashi,29/11/2007,16,1123521,Zentrales Mittelfeld
Eren Batuhan Ozcan,13/08/2008,16,1208860,Rechtes Mittelfeld
Eliah Küpfer,27/07/2008,16,1208846,Linkes Mittelfeld
Alonzo Vincent,06/10/2008,16,1177477,Offensives Mittelfeld
Ethan Bruchez,07/04/2008,16,1177907,Offensives Mittelfeld
Daimend Tunaj,21/10/2008,16,1208857,Offensives Mittelfeld
Fin Sommer,25/05/2007,17,1057530,Linksaußen
Ivan Parra,28/07/2007,17,1111419,Linksaußen
Enrique Aguilar,27/01/2007,17,1057525,Mittelstürmer
Dominik Simic,01/07/2007,17,1075571,Mittelstürmer
Andrej Vasovic,14/10/2007,17,1129950,Mittelstürmer
Oscar Renovales,24/10/2007,17,1137193,Mittelstürmer
Adrien Llukes,21/07/2008,16,1153297,Mittelstürmer
Ivan Cossalter,04/03/2008,16,1170361,Mittelstürmer
Tristan Burkart,26/05/2008,16,1208847,Mittelstürmer
Oscar Pincheira,20/11/2008,15,1208858,Mittelstürmer
Mark Mihaljevic,16/05/2006,18,932194,Torwart
Felix Löpfe,19/01/2006,18,925223,Torwart
Gentrit Muslija,19/01/2006,18,944830,Torwart
Marcel Lapierre,07/04/2006,18,945133,Torwart
Tobias Mauch,15/02/2007,17,1057527,Torwart
Pietro Souza Bregant,01/06/2007,17,1057531,Abwehr
Lorin Jetzer,24/01/2006,18,940390,Innenverteidiger
Haris Kozarac,01/10/2006,18,932172,Innenverteidiger
Timo Weber,20/02/2006,18,948738,Innenverteidiger
Sami Bashaj,13/06/2006,18,925224,Innenverteidiger
Elohim Kamoko,14/02/2006,18,995818,Innenverteidiger
Samuele Tomeo,19/01/2006,18,925196,Linker Verteidiger
Simone Mestre,09/10/2006,18,932188,Linker Verteidiger
Diego Poloni,13/03/2006,18,932180,Linker Verteidiger
Tarik Seferovic,31/12/2006,17,957139,Linker Verteidiger
Bennett Gasser,17/08/2006,18,925236,Rechter Verteidiger
Mattia Rizzo,07/10/2006,18,948735,Rechter Verteidiger
Eliah Jordan,07/03/2006,18,925228,Rechter Verteidiger
Kiswend Tologo,28/03/2006,18,992965,Rechter Verteidiger
Demir Xhemalija,07/06/2006,18,925216,Defensives Mittelfeld
Alessandro Romano,17/06/2006,18,911224,Defensives Mittelfeld
Luca Bühlmann,26/06/2006,18,925215,Zentrales Mittelfeld
Dardan Destani,15/10/2006,18,925201,Zentrales Mittelfeld
Kelvin Pinto da Silva,11/03/2007,17,1057528,Zentrales Mittelfeld
Dorian Derbaci,25/03/2006,18,995817,Zentrales Mittelfeld
Slavko Vidovic,28/08/2007,17,1061239,Rechtes Mittelfeld
Jason Parente,10/06/2006,18,932164,Linkes Mittelfeld
Leon Grando,04/09/2006,18,932171,Offensives Mittelfeld
Mohamed Ishuayed,17/09/2006,18,940401,Offensives Mittelfeld
Cheveyo Tsawa,09/12/2006,17,794749,Offensives Mittelfeld
Junior Zé,22/03/2006,18,925199,Linksaußen
Gabriel Gonzalez,14/06/2006,18,932163,Linksaußen
Ruben Londja,10/06/2006,18,927369,Rechtsaußen
Mario Greco,22/09/2006,18,932193,Hängende Spitze
Enzo Fiechter,03/02/2006,18,932170,Mittelstürmer
Modou Minteh,04/11/2006,18,688622,Mittelstürmer
Sascha Meyer,21/04/2006,18,922770,Mittelstürmer
Jamal Camcı,27/05/2006,18,925200,Mittelstürmer
Adam St-Pierre,23/07/2006,18,932195,Torwart
Simon Rosenberg,06/03/2006,18,932181,Innenverteidiger
Jeremy Fasano,15/05/2006,18,932162,Innenverteidiger
Sascha Britschgi,27/08/2006,18,932187,Rechter Verteidiger
Corsin Konietzke,21/06/2006,18,948736,Defensives Mittelfeld
Kristijan Stankovic,20/04/2006,18,932165,Rechtes Mittelfeld
Maksim Milovanovic,14/06/2006,18,932173,Offensives Mittelfeld
Daniele Trivellin,12/04/2006,18,948737,Mittelstürmer
Gianni De Nitti,09/04/2003,21,583036,Torwart
Attilio Morosoli,24/12/2004,19,704407,Torwart
Aurèle Amenda,31/07/2003,21,635645,Innenverteidiger
Bung Hua Freimann,11/07/2004,20,710899,Innenverteidiger
Mile Vukelic,25/02/2003,21,187474,Innenverteidiger
Nico Rissi,30/01/2004,20,659451,Linker Verteidiger
Flavio Caserta,22/08/2003,21,629392,Linker Verteidiger
Severin Ottiger,20/04/2003,21,583026,Rechter Verteidiger
Florian van der Werff,15/02/2003,21,583043,Defensives Mittelfeld
Elia Vogel,01/06/2004,20,719783,Zentrales Mittelfeld
Tyron Owusu,08/06/2003,21,583055,Zentrales Mittelfeld
Noah Rupp,13/08/2003,21,622023,Zentrales Mittelfeld
Esey Gebreyesus,23/01/2004,20,659271,Rechtes Mittelfeld
Noe Holenstein,25/03/2004,20,719784,Linkes Mittelfeld
Enrico De Nobile,08/01/2003,21,544401,Linksaußen
Evan Rossier,05/01/2003,21,622022,Mittelstürmer
Daniel Schröter,13/02/2004,20,626300,Mittelstürmer
Andrin Hunziker,21/02/2003,21,583011,Mittelstürmer
Nikolas Muci,08/02/2003,21,583025,Mittelstürmer
Omar Chakor,03/02/2004,20,710900,Mittelstürmer
Nathan Aymon,12/01/2003,21,567678,Torwart
Simon Geiger,16/03/2002,22,507394,Innenverteidiger
Noah De Queiroz,10/12/2002,21,357860,Innenverteidiger
Jonathan Fontana,15/05/2003,21,622021,Linker Verteidiger
Marc Fred Tsoungui,30/07/2002,22,357858,Linker Verteidiger
Simon Loosli,30/03/2002,22,357874,Rechter Verteidiger
Nenad Zivkovic,19/03/2002,22,507419,Mittelstürmer
Jessé Hautier,14/10/2003,21,583042,Mittelstürmer
Armin Abaz,27/03/2002,22,357862,Torwart
Nicolas Vouilloz,11/05/2001,23,507488,Innenverteidiger
Ilan Sauter,06/02/2001,23,507484,Innenverteidiger
Filip Frei,07/01/2001,23,507468,Rechter Verteidiger
Uros Vasic,25/10/2001,23,507487,Rechter Verteidiger
Samuel Kasongo,07/08/2002,22,507422,Zentrales Mittelfeld
Kedus Haile-Selassie,07/01/2002,22,357871,Linkes Mittelfeld
Lirik Vishi,13/06/2001,23,499213,Offensives Mittelfeld
Willy Vogt,01/06/2002,22,500782,Rechtsaußen
Jozef Pukaj,13/02/2000,24,421809,Torwart
Nicholas Ammeter,11/12/2000,23,387984,Torwart
Marco Corradi,01/01/2000,24,421811,Innenverteidiger
Robin Busset,25/02/2000,24,421810,Linker Verteidiger
Albin Hoti,15/08/2001,23,500752,Zentrales Mittelfeld
Stephan Seiler,16/09/2000,24,421819,Zentrales Mittelfeld
Ruben da Mata,07/01/2000,24,421822,Rechtes Mittelfeld
Marco Schwegler,11/11/2001,23,388227,Linkes Mittelfeld
Kastriot Imeri,27/06/2000,24,469957,Linkes Mittelfeld
Matteo Di Giusto,18/08/2000,24,421823,Offensives Mittelfeld
Ardi Molliqaj,20/07/2001,23,507481,Mittelstürmer
Daniele Vesco,05/03/2000,24,421825,Mittelstürmer
Ruwen Werthmüller,28/01/2001,23,447896,Mittelstürmer
Rubén del Campo,22/02/2000,24,457778,Mittelstürmer
Luka Baratovic,17/09/1999,25,410798,Abwehr
Dejan Zunic,02/01/1999,25,390178,Linker Verteidiger
Nicolas Herter,24/03/1999,25,404026,Defensives Mittelfeld
Timo Ribeiro,22/02/1999,25,390172,Defensives Mittelfeld
Ambrosio Da Costa,17/05/1999,25,375070,Mittelstürmer
Angelo Campos,30/03/2000,24,421821,Mittelstürmer
Colin Mühlebach,14/09/1998,26,303842,Torwart
Luca Lenzin,27/04/1999,25,376770,Innenverteidiger
Riccardo Rigliaco,23/03/1998,26,324654,Innenverteidiger
Joël Schmied,23/09/1998,26,322517,Innenverteidiger
Jasper van der Werff,09/12/1998,25,322519,Innenverteidiger
Thomas Kargbo,02/06/1999,25,421788,Rechter Verteidiger
Bryan Mallo,04/12/1999,24,404025,Rechter Verteidiger
Jordan Lotomba,29/09/1998,26,313094,Rechter Verteidiger
Loris Pellegatta,16/04/1998,26,322515,Rechter Verteidiger
Till Jeker,25/01/1998,26,548766,Defensives Mittelfeld
Araz Sadik,05/03/1998,26,298615,Zentrales Mittelfeld
Batuhan Karadeniz,09/02/1999,25,445550,Rechtes Mittelfeld
Senad Mujovik,26/05/1997,27,265212,Torwart
Mathieu Descloux,22/01/1997,27,237671,Torwart
Jeremie Mantato,26/05/1998,26,290022,Abwehr
Noah Loosli,23/01/1997,27,265209,Innenverteidiger
Mirlind Kryeziu,26/01/1997,27,265208,Innenverteidiger
Yves Kaiser,30/04/1998,26,294595,Innenverteidiger
Samir Bajrami,03/07/1997,27,265203,Rechter Verteidiger
Djibril Sow,06/02/1997,27,212723,Zentrales Mittelfeld
Trevis Binder,23/07/1997,27,265204,Linkes Mittelfeld
Roberto Alves,08/06/1997,27,249983,Offensives Mittelfeld
Nils Ryser,08/01/1997,27,263077,Rechtsaußen
Olivier Baumgärtner,28/04/1997,27,263064,Mittelstürmer
Yannick Kouamé,13/09/1997,27,212716,Mittelstürmer
Noam Baumann,10/04/1996,28,192605,Torwart
Eric Briner,01/02/1996,28,203894,Defensives Mittelfeld
Michel Aebischer,06/01/1997,27,237658,Zentrales Mittelfeld
Maxime Dominguez,01/02/1996,28,207561,Offensives Mittelfeld
Dardan Susuri,13/07/1996,28,217860,Mittelstürmer
Aaron Burkhardt,10/02/1996,28,192628,Mittelstürmer
Marko Dangubic,04/02/1996,28,192647,Mittelstürmer
Breel Embolo,14/02/1997,27,237662,Mittelstürmer
Pascal Albrecht,29/04/1995,29,183445,Torwart
Manuel Riedweg,17/02/1995,29,184380,Innenverteidiger
Milos Veljkovic,26/09/1995,29,202228,Innenverteidiger
Ulisses Garcia,11/01/1996,28,192616,Linker Verteidiger
Michael Gonçalves,10/03/1995,29,183313,Rechter Verteidiger
Kevin Mbabu,19/04/1995,29,183321,Rechter Verteidiger
Boris Céspedes,19/06/1995,29,183311,Defensives Mittelfeld
Fabio Schindler,31/01/1995,29,183322,Zentrales Mittelfeld
Miguel Castroman,17/03/1995,29,183309,Offensives Mittelfeld
Ruben Burkard,20/10/1995,29,184375,Offensives Mittelfeld
Samuele Campo,06/07/1995,29,183446,Offensives Mittelfeld
Daniel Lema,28/11/1995,28,183449,Linksaußen
Marvin Graf,17/08/1995,29,183314,Rechtsaußen
Artian Kastrati,11/01/1995,29,183316,Mittelstürmer
Zoran Josipovic,25/08/1995,29,186473,Mittelstürmer
Mirko Salvi,14/02/1994,30,147027,Torwart
Ferid Matri,16/01/1994,30,147022,Innenverteidiger
Cédric Brunner,17/02/1994,30,147038,Rechter Verteidiger
Nicola Peter,06/09/1994,30,147053,Defensives Mittelfeld
Guillaume Baillifard,08/04/1995,29,184373,Defensives Mittelfeld
Kevin Tsimba,20/02/1994,30,147058,Defensives Mittelfeld
Musa Araz,17/01/1994,30,147037,Zentrales Mittelfeld
Michael Weber,06/06/1994,30,147059,Zentrales Mittelfeld
Jan Breitenmoser,25/03/1995,29,184374,Zentrales Mittelfeld
Daniel Follonier,18/01/1994,30,194978,Rechtes Mittelfeld
Salim Khelifi,26/01/1994,30,147049,Rechtes Mittelfeld
Santiago Cerezo,11/04/1995,29,184376,Offensives Mittelfeld
Thomas Fekete,19/09/1995,29,183615,Offensives Mittelfeld
Edmond Selmani,31/07/1994,30,147056,Mittelstürmer
Donato Coviello,01/03/1994,30,183748,Mittelstürmer
Stefan Marinkovic,20/02/1994,30,147050,Innenverteidiger
Leonardo Bertone,14/03/1994,30,194975,Zentrales Mittelfeld
Emanuel Duzmani,04/03/1994,30,147041,Linkes Mittelfeld
Nassim Ben Khalifa,13/01/1992,32,74288,Hängende Spitze
Erblin Sadikaj,13/03/2008,16,1303665,Innenverteidiger
Cédric Koch,22/03/2008,16,1301988,Linker Verteidiger
Nevio Scherrer,08/04/2008,16,1263348,Mittelstürmer
Dario Wälti,23/01/2006,18,1046529,Torwart
Lazar Damnjanovic,17/01/2007,17,1164222,Innenverteidiger
Rhodri Smith,09/09/2006,18,1061048,Linker Verteidiger
Loun Srdanovic,04/08/2006,18,999886,Rechter Verteidiger
Théo Richoz,18/06/2007,17,1161301,Zentrales Mittelfeld
Winsley Boteli,05/07/2006,18,994389,Mittelstürmer
Glenn Mbazo,10/01/2006,18,1015996,Mittelstürmer
Antonio Spagnoli,31/05/2005,19,688604,Torwart
Silas Huber,10/07/2005,19,862748,Torwart
Maxime Rouiller,15/07/2005,19,894261,Torwart
Sonny Henchoz,03/01/2005,19,700478,Innenverteidiger
Leon Asllani,26/02/2005,19,688611,Innenverteidiger
Arbnor Gecaj,14/02/2005,19,728337,Innenverteidiger
Bruno Ogbus,17/12/2005,18,863759,Innenverteidiger
Leart Zuka,27/08/2005,19,927514,Linker Verteidiger
Loris Giandomenico,28/09/2005,19,911223,Linker Verteidiger
Tom Murith,04/04/2005,19,816680,Rechter Verteidiger
Yuro Bohon Diet,04/01/2005,19,862739,Rechter Verteidiger
Tim Hostettler,14/01/2005,19,889768,Rechter Verteidiger
Ardonit Selimi,10/05/2005,19,922289,Defensives Mittelfeld
Isaiah Okafor,22/04/2005,19,688613,Defensives Mittelfeld
Bleon Xhemaili,14/01/2005,19,862738,Defensives Mittelfeld
Adriatik Salihi,12/03/2005,19,805485,Zentrales Mittelfeld
Leon Frokaj,23/04/2005,19,688620,Zentrales Mittelfeld
Mohsen Abdeljaoued,06/02/2005,19,866284,Rechtes Mittelfeld
David Borges,15/06/2005,19,523019,Rechtes Mittelfeld
Nevio Di Giusto,18/03/2005,19,922291,Offensives Mittelfeld
Damian Nigg,12/04/2005,19,861246,Linksaußen
Roméo Beney,19/01/2005,19,700479,Linksaußen
Malik Deme,16/03/2005,19,805772,Rechtsaußen
Mathis Giordano,09/09/2005,19,864383,Rechtsaußen
Labinot Bajrami,04/06/2005,19,819306,Mittelstürmer
Kevin Krasniqi,20/07/2005,19,870270,Mittelstürmer
Junior Ligue,21/03/2005,19,862744,Mittelstürmer
Darko Lötscher,11/04/2006,18,947168,Mittelstürmer
Julio Fonseca,12/01/2005,19,862745,Mittelstürmer
Davud Sylaj,07/08/2005,19,922288,Innenverteidiger
Nathan Heller,03/05/2005,19,911256,Innenverteidiger
Eron Sejdiu,30/06/2005,19,688609,Rechter Verteidiger
Lorenzo Bittarelli,21/02/2005,19,864381,Rechter Verteidiger
Erion Salihu,11/07/2005,19,866287,Defensives Mittelfeld
Matias Hofmann,28/05/2005,19,900211,Defensives Mittelfeld
Ben Lüthi,01/12/2005,18,804781,Defensives Mittelfeld
Loren Arifi,11/03/2005,19,922293,Linkes Mittelfeld
Rion Demiri,17/08/2005,19,728396,Mittelstürmer
Hugo Parra,13/09/2005,19,866285,Mittelstürmer
Markus Wenger,11/01/2002,22,603892,Innenverteidiger
Joel Thoma,09/08/2003,21,633200,Innenverteidiger
Silvan Wallner,15/01/2002,22,602443,Innenverteidiger
Rejan Thaci,07/11/2003,21,680142,Linker Verteidiger
Rúben Dantas Fernandes,19/05/2003,21,583039,Linker Verteidiger
Theophilious Opoku-Mensah,26/04/2002,22,507411,Zentrales Mittelfeld
Marvin Bieri,21/04/2003,21,681739,Rechtes Mittelfeld
Nils Reichmuth,22/02/2002,22,507412,Offensives Mittelfeld
Mats Hanke,29/09/2003,21,691357,Hängende Spitze
Nils de Mol,03/05/2001,23,499195,Torwart
Thoma Monney,26/02/2002,22,608154,Innenverteidiger
David Jacovic,05/02/2001,23,521443,Defensives Mittelfeld
Drilon Kastrati,23/10/2001,23,500753,Zentrales Mittelfeld
Florent Shehu,17/05/2002,22,610163,Offensives Mittelfeld
Luan Abazi,19/01/2002,22,583034,Mittelstürmer
Henri Koide,06/04/2001,23,507495,Mittelstürmer
Serge Müller,18/09/2000,24,458217,Innenverteidiger
André Barbosa da Silva,27/08/2000,24,500094,Rechter Verteidiger
Noël Wetz,08/02/2001,23,365124,Rechter Verteidiger
Miralem Amzi,31/08/2000,24,467280,Linkes Mittelfeld
Lorent Tolaj,23/10/2001,23,507498,Mittelstürmer
Noah Boakye,13/08/2001,23,388214,Mittelstürmer
André Poças,05/08/1999,25,413458,Innenverteidiger
Baba Souare,07/03/1999,25,405555,Innenverteidiger
Marc Schmid,28/01/1999,25,390175,Rechter Verteidiger
Kenith Catari,11/05/1999,25,421785,Zentrales Mittelfeld
Izer Aliu,15/11/1999,24,404028,Zentrales Mittelfeld
Dimitri Volkart,21/09/1999,25,434970,Mittelstürmer
Nedim Omeragic,01/02/1999,25,421791,Mittelstürmer
Piero Soldini,15/09/1998,26,322518,Torwart
Maël Forestal,05/02/1999,25,380129,Innenverteidiger
Gianni Antoniazzi,05/09/1998,26,322504,Linker Verteidiger
Dominik Schmid,10/03/1998,26,359409,Linker Verteidiger
Meriton Kastrati,05/03/1998,26,359408,Linker Verteidiger
Nicolas Kränzle,20/01/1998,26,298597,Rechter Verteidiger
Tiago Vilaranda,14/09/1998,26,322520,Rechter Verteidiger
Léo Seydoux,16/03/1998,26,313097,Rechter Verteidiger
Nikola Sukacev,24/02/1998,26,303845,Rechtes Mittelfeld
Dominik Von Känel,06/01/1999,25,390180,Mittelstürmer
Marvin Baumann,08/12/1999,24,410632,Mittelstürmer
Ivan Lurati,05/10/1997,27,322497,Innenverteidiger
Fabian Fellmann,23/07/1996,28,211688,Torwart
Nico Elvedi,30/09/1996,28,192635,Innenverteidiger
Romain Kursner,23/06/1996,28,240348,Linker Verteidiger
Sléo Freiburghaus,23/07/1996,28,244908,Torwart
Joël Keller,06/03/1995,29,193086,Linker Verteidiger
Manuel Kubli,09/04/1995,29,213160,Offensives Mittelfeld
Alex Gauthier,27/01/1995,29,196914,Mittelstürmer
Joel Abanda,14/07/1994,30,186397,Linker Verteidiger
Albion Avdijaj,12/01/1994,30,159001,Mittelstürmer
Yanick Brecher,25/05/1993,31,165532,Torwart
Andreas Hirzel,25/03/1993,31,167189,Torwart
Arlind Ajeti,25/09/1993,31,159288,Innenverteidiger
Fabio Schmid,28/06/1993,31,165533,Innenverteidiger
Aleksandar Zarkovic,23/02/1993,31,159722,Innenverteidiger
Ivo Zangger,02/02/1993,31,168207,Innenverteidiger
Mattia Desolé,10/05/1993,31,110968,Linker Verteidiger
Numa Lavanchy,25/08/1993,31,147501,Rechter Verteidiger
Mike Kleiber,04/02/1993,31,165517,Rechter Verteidiger
Nico Zwimpfer,06/07/1993,31,111458,Defensives Mittelfeld
Alessandro Martinelli,30/05/1993,31,167889,Zentrales Mittelfeld
Joël Geissmann,03/03/1993,31,167188,Zentrales Mittelfeld
Samir Naili,17/04/1993,31,165599,Zentrales Mittelfeld
Davide Riva,04/09/1993,31,168986,Zentrales Mittelfeld
Darko Jevtic,08/02/1993,31,159718,Offensives Mittelfeld
Cristian Miani,28/07/1993,31,152240,Linksaußen
Gaëtan Karlen,07/06/1993,31,166400,Mittelstürmer
Andelko Savic,11/03/1993,31,159720,Mittelstürmer
Stjepan Vuleta,29/10/1993,31,166025,Mittelstürmer
Benjamin Siegrist,31/01/1992,32,111426,Torwart
